ADA-USD;BTC-USD;ETH-USD;SOL-USD;XRP-USD
0.0;0.0;0.0;0.0;0.0
-2.7993454403465234;1.7900939051301412;0.1491520357524756;-2.645873256751896;-0.7489531286568152
-10.563780490452935;-2.9867238733520263;-6.018120140506589;-9.966557336937932;-7.539025081964635
-8.432377075642739;0.02850487718182304;-3.540739180094521;-4.046386663844592;-6.642943321847216
-13.138610094785264;-0.010506917186481335;-3.557355449612276;-8.70240767387962;-8.506197414024875
-16.049653861455237;-0.4033223438172806;-4.706109462918784;-14.291983528502616;-9.771742032132746
-20.69233257040739;-0.5076928233775702;-5.5035658555899865;-18.475556034261142;-12.433461968010285
-13.187720243568734;6.346708633015585;-0.8202583565253607;-10.700739511877288;-8.278130534587858
-17.90743129146778;4.465740507270066;-0.3188642400962727;-9.222551789031296;-10.069962961007928
-9.061482481767113;5.570735653127401;9.76801051568037;-6.826547519138504;-4.77604719770709
-6.56882198106743;4.9838960268021815;11.362840271568597;-8.765737078328229;-4.441803261784905
-12.161094297320718;-2.9754209775908147;7.317531098422592;-16.24325374636274;-9.488127070400576
-11.839639963493575;-2.9998398314223462;9.533960863028913;-12.58222894701384;-8.729657359524934
-15.587775494877532;-5.368362522604686;5.097645232786041;-14.040477312815625;-8.546344904021574
-15.237920687396688;-3.7479358727821044;6.760787472100804;-13.714397065751527;-8.596027895883672
-14.031871472599477;-2.292161813246274;10.0055474054074;-10.850068714842253;-8.591742595938213
-15.41959188835027;-3.225641264661372;7.483714550963749;-6.798624058959191;-9.857287214046096
-19.456591516532683;-6.577878499530854;4.875634850990673;-13.932893961495996;-12.40711636017785
-19.251656606611157;-5.771065771974959;5.831272732556414;-14.722588644097245;-13.621407655759299
-17.349264892623918;-5.664245447245763;4.9849016126914725;-15.468036346758652;-12.213653514295963
-19.25904130370131;-5.935488412895662;4.318496834761532;-17.039971095595906;-13.32699903566561
-23.207458046646224;-10.550704852294235;-1.764272114505916;-23.638191379091488;-16.405168771761137
-23.488789178472537;-9.785017684432884;-4.746015494334022;-23.043083084416494;-17.830224930002036
-23.561488268997344;-9.260821571939172;-5.04887580713711;-18.972625673336484;-17.79038015435026
-25.136973217368087;-9.585191685349315;-5.722742857261476;-20.65541126421794;-18.485847442186763
-22.117440406594536;-5.321718178125323;-3.618890653841389;-15.584439832955288;-15.53654887862309
-21.95262391583894;-4.63527509948184;-3.58971617937891;-14.013013670094354;-15.842697139406203
-21.407294645874597;-4.826504529958287;-4.043617448017079;-12.392352204566937;-16.821306397810922
-15.701080853728378;-1.990353270326617;-1.4990967952187462;-7.2524081545978785;-15.076129819803608
